,ID,REF,CANTIDAD,CATEGORIA,SUBCATEGORIA,DETALLE_1,DETALLE_2
338,XZ0480,XZ0480:00009:,34,COMEDORES,SILLAS DE COMEDOR,9.0,
339,XZ0496,XZ0496:00009:,19,COMEDORES,SILLAS DE COMEDOR,9.0,
340,XZ0505,XZ0505:00009:,197,COMEDORES,SILLAS DE COMEDOR,9.0,
341,XZ0506,XZ0506:00001:,2,COMEDORES,SILLAS DE COMEDOR,1.0,
342,XZ0533,XZ0533:00001:,50,COMEDORES,SILLAS DE COMEDOR,1.0,
343,XZ0540,XZ0540:00009:,8,COMEDORES,SILLAS DE COMEDOR,9.0,
344,XZ0552,XZ0552:00038:,14,COMEDORES,SILLAS DE COMEDOR,38.0,
345,XZ0572,XZ0572:00001:,6,COMEDORES,SILLAS DE COMEDOR,1.0,
346,XZ0578,XZ0578:00043:,30,COMEDORES,SILLAS DE COMEDOR,43.0,
347,XZ0580,XZ0580:00083:,17,COMEDORES,SILLAS DE COMEDOR,83.0,
348,XZ0581,XZ0581:00084:,9,COMEDORES,SILLAS DE COMEDOR,84.0,
349,XZ0584,XZ0584:00005:,4,COMEDORES,SILLAS DE COMEDOR,5.0,
350,XZ0585,XZ0585:00009:,8,COMEDORES,SILLAS DE COMEDOR,9.0,
351,XZ0600,XZ0600:00009:,37,COMEDORES,SILLAS DE COMEDOR,9.0,
352,XZ0651,XZ0651:00078:,9,COMEDORES,SILLAS DE COMEDOR,78.0,
353,XZ0652,XZ0652:00029:,19,COMEDORES,SILLAS DE COMEDOR,29.0,
354,XZ0654,XZ0654:00005:,2,COMEDORES,SILLAS DE COMEDOR,5.0,
355,XZ0655,XZ0655:00023:,35,COMEDORES,SILLAS DE COMEDOR,23.0,
356,XZ0659,XZ0659:00078:,9,COMEDORES,SILLAS DE COMEDOR,78.0,
357,XZ0713,XZ0713:00005:,6,COMEDORES,SILLAS DE COMEDOR,5.0,
358,XZ0714,XZ0714:00009:,57,COMEDORES,SILLAS DE COMEDOR,9.0,
359,XZ0728,XZ0728:00009:,16,COMEDORES,SILLAS DE COMEDOR,9.0,
360,XZ0729,XZ0729:00001:,25,COMEDORES,SILLAS DE COMEDOR,1.0,
361,XZ0730,XZ0730:00035:,2,COMEDORES,SILLAS DE COMEDOR,35.0,
362,XZ0731,XZ0731:00043:,23,COMEDORES,SILLAS DE COMEDOR,43.0,
363,XZ0733,XZ0733:00009:,53,COMEDORES,SILLAS DE COMEDOR,9.0,
364,XZ0734,XZ0734:00001:,40,COMEDORES,SILLAS DE COMEDOR,1.0,
365,XZ0786,XZ0786:00005:,20,COMEDORES,SILLAS DE COMEDOR,5.0,
366,XZ0787,XZ0787:00005:,16,COMEDORES,SILLAS DE COMEDOR,5.0,
367,XZ0820,XZ0820:00005:,6,COMEDORES,SILLAS DE COMEDOR,5.0,
368,XZ0821,XZ0821:00009:,16,COMEDORES,SILLAS DE COMEDOR,9.0,
369,XZ0842,XZ0842:00019:,3,COMEDORES,SILLAS DE COMEDOR,19.0,
370,XZ0848,XZ0848:00009:,239,COMEDORES,SILLAS DE COMEDOR,9.0,
371,XZ0849,XZ0849:00024:,58,COMEDORES,SILLAS DE COMEDOR,24.0,
372,XZ0851 (NO USAR),XZ0851 (NO USAR):00005:,3,COMEDORES,SILLAS DE COMEDOR,5.0,
373,XZ0852,XZ0852:00009:,11,COMEDORES,SILLAS DE COMEDOR,9.0,
374,XZ0921,XZ0921:00029:,2,COMEDORES,SILLAS DE COMEDOR,29.0,
375,XZ0983,XZ0983:00082:,4,COMEDORES,SILLAS DE COMEDOR,82.0,
376,XZ0998,XZ0998:00043:,6,COMEDORES,SILLAS DE COMEDOR,43.0,
377,YR0045,YR0045:00005:,12,COMEDORES,SILLAS DE COMEDOR,5.0,
378,YR0046,YR0046:00009:,6,COMEDORES,SILLAS DE COMEDOR,9.0,
379,YR0047,YR0047:00036:,9,COMEDORES,SILLAS DE COMEDOR,36.0,
380,YX0105,YX0105:00005:,8,COMEDORES,SILLAS DE COMEDOR,5.0,
381,XA0348,XA0348:00159:,30,ALCOBAS,ARMARIO,159.0,
382,XA0350,XA0350:00159:,3,ALCOBAS,ARMARIO,159.0,
383,XA0351,XA0351:00160:,7,ALCOBAS,ARMARIO,160.0,
384,XA0353,XA0353:00160:,15,ALCOBAS,ARMARIO,160.0,
385,XN0837,XN0837:00046:,55,ALCOBAS,ARMARIO,46.0,
386,XN0838,XN0838:00005:,2,ALCOBAS,ARMARIO,5.0,
387,XR0377,XR0377:00002:,5,ALCOBAS,ARMARIO,2.0,
388,XR0535,XR0535:00004:,4,ALCOBAS,ARMARIO,4.0,
389,XR0536,XR0536:00002:,2,ALCOBAS,ARMARIO,2.0,
390,XY0454,XY0454:00001:,3,ALCOBAS,ARMARIO,1.0,
391,XZ0270,XZ0270:00003:,5,ALCOBAS,ARMARIO,3.0,
392,XZ0271,XZ0271:00002:,35,ALCOBAS,ARMARIO,2.0,
393,XZ0281,XZ0281:00002:,13,ALCOBAS,ARMARIO,2.0,
394,XZ0678,XZ0678:00004:,20,ALCOBAS,ARMARIO,4.0,
395,XZ0680,XZ0680:00004:,18,ALCOBAS,ARMARIO,4.0,
396,XZ0683,XZ0683:00003:,3,ALCOBAS,ARMARIO,3.0,
397,D00002,D00002:00002:,18,ALCOBAS,BASE CAMA DOBLE,2.0,
398,G00044,G00044::,21,ALCOBAS,BASE CAMA DOBLE,,
399,XZ0182,XZ0182:00010:,28,ALCOBAS,BIBLIOTECAS,10.0,
400,XZ0183,XZ0183:00046:,68,ALCOBAS,BIBLIOTECAS,46.0,
401,XZ0184,XZ0184:00010:,14,ALCOBAS,BIBLIOTECAS,10.0,
402,XZ0185,XZ0185:00046:,62,ALCOBAS,BIBLIOTECAS,46.0,
403,XZ0188,XZ0188:00010:,3,ALCOBAS,BIBLIOTECAS,10.0,
404,XZ0189,XZ0189:00046:,10,ALCOBAS,BIBLIOTECAS,46.0,
405,XZ0603,XZ0603:00002:,13,ALCOBAS,BIBLIOTECAS,2.0,
406,XZ0604,XZ0604:00003:,16,ALCOBAS,BIBLIOTECAS,3.0,
407,XZ0605,XZ0605:00004:,34,ALCOBAS,BIBLIOTECAS,4.0,
408,XZ0613,XZ0613:00003:,3,ALCOBAS,BIBLIOTECAS,3.0,
409,XZ0615,XZ0615:00003:,7,ALCOBAS,BIBLIOTECAS,3.0,
410,XZ0616,XZ0616:00002:,14,ALCOBAS,BIBLIOTECAS,2.0,
411,XZ0621,XZ0621:00047:,34,ALCOBAS,BIBLIOTECAS,47.0,
412,XZ0622,XZ0622:00047:,23,ALCOBAS,BIBLIOTECAS,47.0,
413,XZ0623,XZ0623:00002:,13,ALCOBAS,BIBLIOTECAS,2.0,
414,XZ0682,XZ0682:00004:,15,ALCOBAS,BIBLIOTECAS,4.0,
415,XZ0684,XZ0684:00004:,18,ALCOBAS,BIBLIOTECAS,4.0,
416,XZ0692,XZ0692:00072:,18,ALCOBAS,BIBLIOTECAS,72.0,
417,XZ0860,XZ0860:00026:,3,ALCOBAS,BIBLIOTECAS,26.0,
418,XZ0861,XZ0861:00026:,10,ALCOBAS,BIBLIOTECAS,26.0,
419,XZ0886,XZ0886:00015:,7,ALCOBAS,BIBLIOTECAS,15.0,
420,XA0376,XA0376:00123:,6,ALCOBAS,BUTACO,123.0,
421,XZ0186,XZ0186:00010:,93,ALCOBAS,BUTACO,10.0,
422,XZ0187,XZ0187:00046:,122,ALCOBAS,BUTACO,46.0,
423,XZ0190,XZ0190:00010:,95,ALCOBAS,BUTACO,10.0,
424,XZ0191,XZ0191:00046:,127,ALCOBAS,BUTACO,46.0,
425,D00028,D00028:00068:00068,1,ALCOBAS,TAPIZADOS,68.0,68.0
426,D00028,D00028:00103:00103,2,ALCOBAS,TAPIZADOS,103.0,103.0
427,D00101,D00101:00008:00008,5,ALCOBAS,TAPIZADOS,8.0,8.0
428,D00101,D00101:00130:00130,4,ALCOBAS,TAPIZADOS,130.0,130.0
429,D00042,D00042:00157:,1,ALCOBAS,CAMA,157.0,
430,D00055,D00055:00157:,4,ALCOBAS,CAMA,157.0,
431,XA0575,XA0575:00186:,12,ALCOBAS,CAMA,186.0,
432,XA0578,XA0578:00187:,7,ALCOBAS,CAMA,187.0,
433,XR0237,XR0237:00011:,14,ALCOBAS,CAMA,11.0,
434,XR0384,XR0384:00004:,9,ALCOBAS,CAMA,4.0,
435,XR0390,XR0390:00002:,13,ALCOBAS,CAMA,2.0,
436,XR0420,XR0420:00002:,4,ALCOBAS,CAMA,2.0,
437,XR0656,XR0656:00002:,2,ALCOBAS,CAMA,2.0,
438,XR0673,XR0673:00011:,33,ALCOBAS,CAMA,11.0,
439,XR0675,XR0675:00004:,6,ALCOBAS,CAMA,4.0,
440,XR0934,XR0934:00004:,2,ALCOBAS,CAMA,4.0,
441,XY0017,XY0017:00002:,3,ALCOBAS,CAMA,2.0,
442,XY0018,XY0018:00004:,10,ALCOBAS,CAMA,4.0,
443,XY0025,XY0025:00002:,5,ALCOBAS,CAMA,2.0,
444,XY0026,XY0026:00004:,22,ALCOBAS,CAMA,4.0,
445,XY0168,XY0168:00002:,2,ALCOBAS,CAMA,2.0,
446,XY0171,XY0171:00004:,6,ALCOBAS,CAMA,4.0,
447,XY0676,XY0676:00009:,6,ALCOBAS,CAMA,9.0,
448,XY0691,XY0691:00009:,3,ALCOBAS,CAMA,9.0,
449,XY0693,XY0693:00009:,3,ALCOBAS,CAMA,9.0,
450,XY0880,XY0880:00002:,16,ALCOBAS,CAMA,2.0,
451,XY0881,XY0881:00004:,26,ALCOBAS,CAMA,4.0,
452,XY0884,XY0884:00002:,28,ALCOBAS,CAMA,2.0,
453,XY0885,XY0885:00004:,29,ALCOBAS,CAMA,4.0,
454,XZ0124,XZ0124:00101:,25,ALCOBAS,CAMA,101.0,
455,XZ0166,XZ0166:00010:,17,ALCOBAS,CAMA,10.0,
456,XZ0167,XZ0167:00046:,40,ALCOBAS,CAMA,46.0,
457,XZ0168,XZ0168:00010:,25,ALCOBAS,CAMA,10.0,
458,XZ0169,XZ0169:00046:,79,ALCOBAS,CAMA,46.0,
459,YR0073,YR0073:00009:,3,ALCOBAS,CAMA,9.0,
460,XC0076,XC0076::,10,ALCOBAS,CAMA DOBLE,,
461,BR0017,BR0017:00001:,8,ALCOBAS,CAMA SENCILLA,1.0,
462,BR0016,BR0016:00001:,33,ALCOBAS,CAMAROTES,1.0,
463,D00666,D00666:00015:,2,ALCOBAS,CAMAROTES,15.0,
464,XC0079,XC0079::,8,ALCOBAS,CAMAROTES,,
465,G00039,G00039:00030:,41,ALCOBAS,ESCRITORIOS,30.0,
466,G00040,G00040:00030:,70,ALCOBAS,ESCRITORIOS,30.0,
467,G00041,G00041:00007:,4,ALCOBAS,ESCRITORIOS,7.0,
468,G00046,G00046:00030:,40,ALCOBAS,ESCRITORIOS,30.0,
469,XR0911,XR0911:00002:,8,ALCOBAS,ESCRITORIOS,2.0,
470,XY0136,XY0136:00045:,13,ALCOBAS,ESCRITORIOS,45.0,
471,XZ0307,XZ0307:00005:,2,ALCOBAS,ESCRITORIOS,5.0,
472,XZ0789,XZ0789:00005:,7,ALCOBAS,ESCRITORIOS,5.0,
473,BR0036,BR0036::,22,ALCOBAS,MESAS DE NOCHE,,
474,BR0043,BR0043::,16,ALCOBAS,MESAS DE NOCHE,,
475,D00014,D00014:00437:00437,2,ALCOBAS,MESAS DE NOCHE,437.0,437.0
476,D00044,D00044:00157:,1,ALCOBAS,MESAS DE NOCHE,157.0,
477,XA0580,XA0580:00187:,5,ALCOBAS,MESAS DE NOCHE,187.0,
478,XC0077,XC0077::,41,ALCOBAS,MESAS DE NOCHE,,
479,XY0717,XY0717:00009:,10,ALCOBAS,MESAS DE NOCHE,9.0,
480,XY0720,XY0720:00001:,21,ALCOBAS,MESAS DE NOCHE,1.0,
481,XZ0126,XZ0126:00046:,2,ALCOBAS,MESAS DE NOCHE,46.0,
482,XZ0619,XZ0619:00002:,67,ALCOBAS,MESAS DE NOCHE,2.0,
483,XZ0620,XZ0620:00047:,3,ALCOBAS,MESAS DE NOCHE,47.0,
484,XZ0878,XZ0878:00026:,4,ALCOBAS,REPISAS,26.0,
485,XZ0880,XZ0880:00026:,21,ALCOBAS,REPISAS,26.0,
486,K00064,K00064::,2,ALCOBAS,SILLA OFICINA,,
487,XZ0739,XZ0739:00040:,2,ALCOBAS,SILLA OFICINA,40.0,
488,XZ0743,XZ0743:00070:,3,ALCOBAS,SILLA OFICINA,70.0,
489,XZ0745,XZ0745:00070:,3,ALCOBAS,SILLA OFICINA,70.0,
490,XY0021,XY0021:00002:,10,ALCOBAS,TOCADOR,2.0,
491,XY0173,XY0173:00004:,32,ALCOBAS,TOCADOR,4.0,
492,XY0888,XY0888:00002:,4,ALCOBAS,TOCADOR,2.0,
493,BR0038,BR0038::,12,SALAS Y SOFAS,BIFFET,,
494,BR0042,BR0042::,24,SALAS Y SOFAS,BIFFET,,
495,BR0045,BR0045::,21,SALAS Y SOFAS,BIFFET,,
496,XA0699,XA0699:00183:,2,SALAS Y SOFAS,BIFFET,183.0,
497,BR0001,BR0001:00193:,40,SALAS Y SOFAS,CENTROS DE ENTRETENIMIENTO,193.0,
498,BR0019,BR0019:00160:,11,SALAS Y SOFAS,CENTROS DE ENTRETENIMIENTO,160.0,
499,D00135,D00135:00034:,1,SALAS Y SOFAS,CENTROS DE ENTRETENIMIENTO,34.0,
500,XA0667,XA0667:00189:,37,SALAS Y SOFAS,CENTROS DE ENTRETENIMIENTO,189.0,
501,XA0668,XA0668:00189:,38,SALAS Y SOFAS,CENTROS DE ENTRETENIMIENTO,189.0,
502,XY0180,XY0180:00001:,10,SALAS Y SOFAS,COJINES,1.0,
503,Z00198,Z00198::,5,SALAS Y SOFAS,COJINES,,
504,D00202,D00202:00015:,3,SALAS Y SOFAS,COMODAS,15.0,
505,XZ0607,XZ0607:00047:,14,SALAS Y SOFAS,COMODAS,47.0,
506,XY0137,XY0137:00045:,3,SALAS Y SOFAS,ESCRITORIOS,45.0,
507,XA0089,XA0089:00149:,10,SALAS Y SOFAS,MESAS AUXILIARES,149.0,
508,XA0165,XA0165:00139:,9,SALAS Y SOFAS,MESAS AUXILIARES,139.0,
509,XA0174,XA0174:00026:,4,SALAS Y SOFAS,MESAS AUXILIARES,26.0,
510,XA0372,XA0372:00100:,3,SALAS Y SOFAS,MESAS AUXILIARES,100.0,
511,XA0536,XA0536:00065:,2,SALAS Y SOFAS,MESAS AUXILIARES,65.0,
512,XA0582,XA0582:00005:,4,SALAS Y SOFAS,MESAS AUXILIARES,5.0,
513,XA0700,XA0700:00012:,3,SALAS Y SOFAS,MESAS AUXILIARES,12.0,
514,XA0706,XA0706:00005:,3,SALAS Y SOFAS,MESAS AUXILIARES,5.0,
515,XA0728,XA0728:00036:,2,SALAS Y SOFAS,MESAS AUXILIARES,36.0,
516,XC0047,XC0047::,20,SALAS Y SOFAS,MESAS AUXILIARES,,
517,XC0059,XC0059:00046:,1,SALAS Y SOFAS,MESAS AUXILIARES,46.0,
518,XC0113,XC0113::,2,SALAS Y SOFAS,MESAS AUXILIARES,,
519,XR0758,XR0758:00011:,15,SALAS Y SOFAS,MESAS AUXILIARES,11.0,
520,XY0086,XY0086:00005:,4,SALAS Y SOFAS,MESAS AUXILIARES,5.0,
521,XY0097,XY0097:00001:,2,SALAS Y SOFAS,MESAS AUXILIARES,1.0,
522,XY0159,XY0159:00016:,4,SALAS Y SOFAS,MESAS AUXILIARES,16.0,
523,XY0374,XY0374:00002:,6,SALAS Y SOFAS,MESAS AUXILIARES,2.0,
524,XY0832,XY0832:00051:,5,SALAS Y SOFAS,MESAS AUXILIARES,51.0,
525,XY0868,XY0868:00015:,5,SALAS Y SOFAS,MESAS AUXILIARES,15.0,
526,XY0944,XY0944:00002:,11,SALAS Y SOFAS,MESAS AUXILIARES,2.0,
527,XZ0145,XZ0145:00022:,3,SALAS Y SOFAS,MESAS AUXILIARES,22.0,
528,XZ0146,XZ0146:00026:,8,SALAS Y SOFAS,MESAS AUXILIARES,26.0,
529,XZ0232,XZ0232:00026:,4,SALAS Y SOFAS,MESAS AUXILIARES,26.0,
530,XZ0352,XZ0352:00005:,6,SALAS Y SOFAS,MESAS AUXILIARES,5.0,
531,XZ0353,XZ0353:00001:,3,SALAS Y SOFAS,MESAS AUXILIARES,1.0,
532,XZ0541,XZ0541:00026:,3,SALAS Y SOFAS,MESAS AUXILIARES,26.0,
533,XZ0701,XZ0701:00005:,6,SALAS Y SOFAS,MESAS AUXILIARES,5.0,
534,XZ0839,XZ0839:00005:,2,SALAS Y SOFAS,MESAS AUXILIARES,5.0,
535,XZ0840,XZ0840:00001:,3,SALAS Y SOFAS,MESAS AUXILIARES,1.0,
536,BR0033,BR0033:00198:,92,SALAS Y SOFAS,MESAS DE CENTRO,198.0,
537,BR0041,BR0041::,25,SALAS Y SOFAS,MESAS DE CENTRO,,
538,BR0044,BR0044::,16,SALAS Y SOFAS,MESAS DE CENTRO,,
539,XA0086,XA0086:00016:,7,SALAS Y SOFAS,MESAS DE CENTRO,16.0,
540,XA0088,XA0088:00149:,2,SALAS Y SOFAS,MESAS DE CENTRO,149.0,
541,XA0155,XA0155:00044:,3,SALAS Y SOFAS,MESAS DE CENTRO,44.0,
542,XA0167,XA0167:00136:,2,SALAS Y SOFAS,MESAS DE CENTRO,136.0,
543,XA0169,XA0169:00005:,8,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
544,XA0169,XA0169:00035:,1,SALAS Y SOFAS,MESAS DE CENTRO,35.0,
545,XA0177,XA0177:00026:,4,SALAS Y SOFAS,MESAS DE CENTRO,26.0,
546,XA0253,XA0253:00167:,16,SALAS Y SOFAS,MESAS DE CENTRO,167.0,
547,XA0275,XA0275:00112:,4,SALAS Y SOFAS,MESAS DE CENTRO,112.0,
548,XA0414,XA0414:00026:,4,SALAS Y SOFAS,MESAS DE CENTRO,26.0,
549,XA0419,XA0419:00046:,9,SALAS Y SOFAS,MESAS DE CENTRO,46.0,
550,XA0420,XA0420:00184:,5,SALAS Y SOFAS,MESAS DE CENTRO,184.0,
551,XA0535,XA0535:00065:,6,SALAS Y SOFAS,MESAS DE CENTRO,65.0,
552,XA0546,XA0546:00001:,4,SALAS Y SOFAS,MESAS DE CENTRO,1.0,
553,XA0572,XA0572:00188:,2,SALAS Y SOFAS,MESAS DE CENTRO,188.0,
554,XA0581,XA0581:00009:,3,SALAS Y SOFAS,MESAS DE CENTRO,9.0,
555,XA0666,XA0666:00189:,9,SALAS Y SOFAS,MESAS DE CENTRO,189.0,
556,XA0713,XA0713:00028:,65,SALAS Y SOFAS,MESAS DE CENTRO,28.0,
557,XA0729,XA0729:00036:,2,SALAS Y SOFAS,MESAS DE CENTRO,36.0,
558,XA0755,XA0755:00077:,6,SALAS Y SOFAS,MESAS DE CENTRO,77.0,
559,XA0807,XA0807:00001:,1,SALAS Y SOFAS,MESAS DE CENTRO,1.0,
560,XA0816,XA0816:00051:,11,SALAS Y SOFAS,MESAS DE CENTRO,51.0,
561,XA0817,XA0817:00051:,4,SALAS Y SOFAS,MESAS DE CENTRO,51.0,
562,XC0039,XC0039:00029:,1,SALAS Y SOFAS,MESAS DE CENTRO,29.0,
563,XC0112,XC0112::,4,SALAS Y SOFAS,MESAS DE CENTRO,,
564,XR0986,XR0986:00016:,9,SALAS Y SOFAS,MESAS DE CENTRO,16.0,
565,XY0079,XY0079:00002:,5,SALAS Y SOFAS,MESAS DE CENTRO,2.0,
566,XY0085,XY0085:00005:,3,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
567,XY0087,XY0087:00005:,4,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
568,XY0089,XY0089:00005:,10,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
569,XY0198,XY0198:00005:,10,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
570,XY0221,XY0221:00026:,4,SALAS Y SOFAS,MESAS DE CENTRO,26.0,
571,XY0223,XY0223:00005:,4,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
572,XY0341,XY0341:00018:,9,SALAS Y SOFAS,MESAS DE CENTRO,18.0,
573,XY0345,XY0345:00026:,3,SALAS Y SOFAS,MESAS DE CENTRO,26.0,
574,XY0349,XY0349:00016:,2,SALAS Y SOFAS,MESAS DE CENTRO,16.0,
575,XY0357,XY0357:00035:,2,SALAS Y SOFAS,MESAS DE CENTRO,35.0,
576,XY0426,XY0426:00100:,3,SALAS Y SOFAS,MESAS DE CENTRO,100.0,
577,XY0441,XY0441:00023:,3,SALAS Y SOFAS,MESAS DE CENTRO,23.0,
578,XY0483,XY0483:00004:,7,SALAS Y SOFAS,MESAS DE CENTRO,4.0,
579,XY0529,XY0529:00005:,10,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
580,XY0955,XY0955:00005:,5,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
581,XY0957,XY0957:00005:,4,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
582,XY0993,XY0993:00005:,2,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
583,XZ0007,XZ0007:00035:,2,SALAS Y SOFAS,MESAS DE CENTRO,35.0,
584,XZ0042,XZ0042:00009:,3,SALAS Y SOFAS,MESAS DE CENTRO,9.0,
585,XZ0045,XZ0045:00022:,5,SALAS Y SOFAS,MESAS DE CENTRO,22.0,
586,XZ0047,XZ0047:00026:,10,SALAS Y SOFAS,MESAS DE CENTRO,26.0,
587,XZ0093,XZ0093:00036:,14,SALAS Y SOFAS,MESAS DE CENTRO,36.0,
588,XZ0096,XZ0096:00036:,12,SALAS Y SOFAS,MESAS DE CENTRO,36.0,
589,XZ0159,XZ0159:00027:,12,SALAS Y SOFAS,MESAS DE CENTRO,27.0,
590,XZ0161,XZ0161:00005:,3,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
591,XZ0245,XZ0245:00012:,6,SALAS Y SOFAS,MESAS DE CENTRO,12.0,
592,XZ0250,XZ0250:00002:,2,SALAS Y SOFAS,MESAS DE CENTRO,2.0,
593,XZ0268,XZ0268:00001:,7,SALAS Y SOFAS,MESAS DE CENTRO,1.0,
594,XZ0269,XZ0269:00005:,1,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
595,XZ0274,XZ0274:00002:,7,SALAS Y SOFAS,MESAS DE CENTRO,2.0,
596,XZ0320,XZ0320:00002:,6,SALAS Y SOFAS,MESAS DE CENTRO,2.0,
597,XZ0491,XZ0491:00005:,8,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
598,XZ0494,XZ0494:00005:,3,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
599,XZ0531,XZ0531:00009:,2,SALAS Y SOFAS,MESAS DE CENTRO,9.0,
600,XZ0551,XZ0551:00005:,4,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
601,XZ0592,XZ0592:00005:,3,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
602,XZ0601,XZ0601:00005:,2,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
603,XZ0657,XZ0657:00001:,9,SALAS Y SOFAS,MESAS DE CENTRO,1.0,
604,XZ0712,XZ0712:00009:,6,SALAS Y SOFAS,MESAS DE CENTRO,9.0,
605,XZ0721,XZ0721:00005:,4,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
606,XZ0799,XZ0799:00001:,3,SALAS Y SOFAS,MESAS DE CENTRO,1.0,
607,XZ0819,XZ0819:00111:,3,SALAS Y SOFAS,MESAS DE CENTRO,111.0,
608,XZ0829,XZ0829:00005:,3,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
609,XZ0830,XZ0830:00001:,2,SALAS Y SOFAS,MESAS DE CENTRO,1.0,
610,XZ0831,XZ0831:00024:,14,SALAS Y SOFAS,MESAS DE CENTRO,24.0,
611,XZ0832,XZ0832:00005:,2,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
612,XZ0835,XZ0835:00005:,6,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
613,XZ0838,XZ0838:00001:,5,SALAS Y SOFAS,MESAS DE CENTRO,1.0,
614,XZ0841,XZ0841:00006:,6,SALAS Y SOFAS,MESAS DE CENTRO,6.0,
615,XZ0888,XZ0888:00001:,2,SALAS Y SOFAS,MESAS DE CENTRO,1.0,
616,XZ0889,XZ0889:00005:,5,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
617,XZ0901,XZ0901:00009:,5,SALAS Y SOFAS,MESAS DE CENTRO,9.0,
618,XZ0917,XZ0917:00005:,17,SALAS Y SOFAS,MESAS DE CENTRO,5.0,
619,XZ0931,XZ0931:00136:,6,SALAS Y SOFAS,MESAS DE CENTRO,136.0,
620,XZ0932,XZ0932:00138:,3,SALAS Y SOFAS,MESAS DE CENTRO,138.0,
621,XZ0933,XZ0933:00139:,31,SALAS Y SOFAS,MESAS DE CENTRO,139.0,
622,XZ0934,XZ0934:00137:,4,SALAS Y SOFAS,MESAS DE CENTRO,137.0,
623,XZ0937,XZ0937:00123:,4,SALAS Y SOFAS,MESAS DE CENTRO,123.0,
624,XZ0943,XZ0943:00122:,1,SALAS Y SOFAS,MESAS DE CENTRO,122.0,
625,XZ0946,XZ0946:00026:,7,SALAS Y SOFAS,MESAS DE CENTRO,26.0,
626,XZ0947,XZ0947:00076:,5,SALAS Y SOFAS,MESAS DE CENTRO,76.0,
627,XZ0949,XZ0949:00026:,3,SALAS Y SOFAS,MESAS DE CENTRO,26.0,
628,XZ0996,XZ0996:00100:,3,SALAS Y SOFAS,MESAS DE CENTRO,100.0,
629,YX0090,YX0090:00009:,5,SALAS Y SOFAS,MESAS DE CENTRO,9.0,
630,XY0092,XY0092:00005:,6,SALAS Y SOFAS,MESAS DE 4P,5.0,
631,XA0684,XA0684:00005:,2,SALAS Y SOFAS,MODULARES,5.0,
632,XA0709,XA0709:00092:,4,SALAS Y SOFAS,MODULARES,92.0,
633,BR0013,BR0013:00194:,28,SALAS Y SOFAS,MESA TV,194.0,
634,BR0015,BR0015:00193:,28,SALAS Y SOFAS,MESA TV,193.0,
635,XA0091,XA0091:00149:,4,SALAS Y SOFAS,MESA TV,149.0,
636,XA0183,XA0183:00007:,17,SALAS Y SOFAS,MESA TV,7.0,
637,XR0670,XR0670:00011:,7,SALAS Y SOFAS,MESA TV,11.0,
638,XR0756,XR0756:00026:,2,SALAS Y SOFAS,MESA TV,26.0,
639,XY0220,XY0220:00005:,4,SALAS Y SOFAS,MESA TV,5.0,
640,XY0352,XY0352:00005:,2,SALAS Y SOFAS,MESA TV,5.0,
641,XY0478,XY0478:00001:,5,SALAS Y SOFAS,MESA TV,1.0,
642,XY0827,XY0827:00002:,2,SALAS Y SOFAS,MESA TV,2.0,
643,XY0831,XY0831:00046:,2,SALAS Y SOFAS,MESA TV,46.0,
644,XY0873,XY0873:00015:,3,SALAS Y SOFAS,MESA TV,15.0,
645,XY0877,XY0877:00068:,3,SALAS Y SOFAS,MESA TV,68.0,
646,XZ0446,XZ0446:00006:,3,SALAS Y SOFAS,MESA TV,6.0,
647,XZ0495,XZ0495:00007:,6,SALAS Y SOFAS,MESA TV,7.0,
648,XZ0658,XZ0658:00015:,10,SALAS Y SOFAS,MESA TV,15.0,
649,XZ0700,XZ0700:00026:,13,SALAS Y SOFAS,MESA TV,26.0,
650,XZ0702,XZ0702:00005:,19,SALAS Y SOFAS,MESA TV,5.0,
651,XZ0869,XZ0869:00044:,6,SALAS Y SOFAS,MESA TV,44.0,
652,XZ0951,XZ0951:00044:,4,SALAS Y SOFAS,MESA TV,44.0,
653,D00904,D00904:00396:00396,3,SALAS Y SOFAS,POLTRONAS,396.0,396.0
