,ITEM,REF,DESCRIPCION,CATEGORIA,SUBCATEGORIA,VIGENCIA,ORIGEN,ESTILO,MATERIAL,ACABADO,PUESTOS,COLOR,ANCHO,ALTO,FONDO,DESC_LARGA,SUBCATEGORIA_POS,COLOR_POS,MATERIAL_POS
160,17743,D00512:00115:00115,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,CAFE,200.0,80.0,110.0,SALA EN L LYNN DERECHA 2C DESCONTINUADO,OTROS,CAFE,SINTÉTICO
161,17743,D00512:00141:00141,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,CAFE,200.0,80.0,110.0,SALA EN L LYNN DERECHA 2C DESCONTINUADO,OTROS,CAFE,SINTÉTICO
162,17743,D00512:00202:00202,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,CAFE,200.0,80.0,110.0,SALA EN L LYNN DERECHA 2C DESCONTINUADO,OTROS,CAFE,SINTÉTICO
163,17743,D00512:00370:00370,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,GRIS,200.0,80.0,110.0,SALA EN L LYNN DERECHA 2C DESCONTINUADO,OTROS,GRIS,SINTÉTICO
164,17743,D00512:00378:00378,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,GRIS,200.0,80.0,110.0,SALA EN L LYNN DERECHA 2C DESCONTINUADO,OTROS,GRIS,SINTÉTICO
165,17743,D00512:00380:00380,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,GRIS,200.0,80.0,110.0,SALA EN L LYNN DERECHA 2C DESCONTINUADO,OTROS,GRIS,SINTÉTICO
166,17743,D00512:00387:00387,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,GRIS,200.0,80.0,110.0,SALA EN L LYNN DERECHA 2C DESCONTINUADO,OTROS,GRIS,SINTÉTICO
167,17744,D00513:00066:00066,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,CREMA,200.0,80.0,110.0,SALA EN L LYNN IZQUIERDA 2C DESCONTINUAD,OTROS,OTRO,SINTÉTICO
168,17744,D00513:00069:00069,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,AMARILLO,200.0,80.0,110.0,SALA EN L LYNN IZQUIERDA 2C DESCONTINUAD,OTROS,AMARILLO,SINTÉTICO
169,17744,D00513:00071:00071,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,CAFE,200.0,80.0,110.0,SALA EN L LYNN IZQUIERDA 2C DESCONTINUAD,OTROS,CAFE,SINTÉTICO
170,17744,D00513:00103:00103,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,GRIS,200.0,80.0,110.0,SALA EN L LYNN IZQUIERDA 2C DESCONTINUAD,OTROS,GRIS,SINTÉTICO
171,17744,D00513:00109:00109,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,CAFE,200.0,80.0,110.0,SALA EN L LYNN IZQUIERDA 2C DESCONTINUAD,OTROS,CAFE,SINTÉTICO
172,17744,D00513:00113:00113,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,CAFE,200.0,80.0,110.0,SALA EN L LYNN IZQUIERDA 2C DESCONTINUAD,OTROS,CAFE,SINTÉTICO
173,17744,D00513:00115:00115,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,CAFE,200.0,80.0,110.0,SALA EN L LYNN IZQUIERDA 2C DESCONTINUAD,OTROS,CAFE,SINTÉTICO
174,17744,D00513:00380:00380,SALA  EN L LYNN,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,GRIS,200.0,80.0,110.0,SALA EN L LYNN IZQUIERDA 2C DESCONTINUAD,OTROS,GRIS,SINTÉTICO
175,17745,D00514:00058:00058,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,245.0,93.0,166.0,SALA EN L ANDREA DERECHA 2C,OTROS,CAFE,MICROFIBRA
176,17745,D00514:00058:00058,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,245.0,93.0,166.0,SALA EN L ANDREA DERECHA 2C,OTROS,CAFE,MICROFIBRA
177,17745,D00514:00058:00058,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,245.0,93.0,166.0,SALA EN L ANDREA DERECHA 2C,OTROS,CAFE,MICROFIBRA
178,17745,D00514:00058:00058,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,245.0,93.0,166.0,SALA EN L ANDREA DERECHA 2C,OTROS,CAFE,MICROFIBRA
179,17745,D00514:00061:00061,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,245.0,93.0,166.0,SALA EN L ANDREA DERECHA 2C,OTROS,CAFE,MICROFIBRA
180,17745,D00514:00063:00063,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,AZUL,245.0,93.0,166.0,SALA EN L ANDREA DERECHA 2C,OTROS,AZUL,MICROFIBRA
181,17745,D00514:00065:00065,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,245.0,93.0,166.0,SALA EN L ANDREA DERECHA 2C,OTROS,GRIS,MICROFIBRA
182,17745,D00514:00068:00068,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,245.0,93.0,166.0,SALA EN L ANDREA DERECHA 2C,OTROS,GRIS,MICROFIBRA
183,17745,D00514:00077:00077,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,245.0,93.0,166.0,SALA EN L ANDREA DERECHA 2C,OTROS,CAFE,MICROFIBRA
184,17745,D00514:00114:00114,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,245.0,93.0,166.0,SALA EN L ANDREA DERECHA 2C,OTROS,CAFE,MICROFIBRA
185,17745,D00514:00130:00130,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,NEGRO,245.0,93.0,166.0,SALA EN L ANDREA DERECHA 2C,OTROS,NEGRO,MICROFIBRA
186,17745,D00514:00141:00141,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,245.0,93.0,166.0,SALA EN L ANDREA DERECHA 2C,OTROS,CAFE,MICROFIBRA
187,17745,D00514:00405:00405,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,245.0,93.0,166.0,SALA EN L ANDREA DERECHA 2C,OTROS,GRIS,MICROFIBRA
188,17745,D00514:00405:00405,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,245.0,93.0,166.0,SALA EN L ANDREA DERECHA 2C,OTROS,GRIS,MICROFIBRA
189,17745,D00514:00440:00440,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,245.0,93.0,166.0,SALA EN L ANDREA DERECHA 2C,OTROS,GRIS,MICROFIBRA
190,17746,D00515:00061:00061,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,245.0,93.0,166.0,SALA EN L ANDREA IZQUIERDA 2C,OTROS,CAFE,MICROFIBRA
191,17746,D00515:00063:00063,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,AZUL,245.0,93.0,166.0,SALA EN L ANDREA IZQUIERDA 2C,OTROS,AZUL,MICROFIBRA
192,17746,D00515:00064:00064,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,NEGRO,245.0,93.0,166.0,SALA EN L ANDREA IZQUIERDA 2C,OTROS,NEGRO,MICROFIBRA
193,17746,D00515:00065:00065,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,245.0,93.0,166.0,SALA EN L ANDREA IZQUIERDA 2C,OTROS,GRIS,MICROFIBRA
194,17746,D00515:00097:00097,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,NEGRO,245.0,93.0,166.0,SALA EN L ANDREA IZQUIERDA 2C,OTROS,NEGRO,MICROFIBRA
195,17746,D00515:00128:00128,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,245.0,93.0,166.0,SALA EN L ANDREA IZQUIERDA 2C,OTROS,CAFE,MICROFIBRA
196,17746,D00515:00141:00141,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,245.0,93.0,166.0,SALA EN L ANDREA IZQUIERDA 2C,OTROS,CAFE,MICROFIBRA
197,17746,D00515:00141:00141,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,245.0,93.0,166.0,SALA EN L ANDREA IZQUIERDA 2C,OTROS,CAFE,MICROFIBRA
198,17746,D00515:00184:00184,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,245.0,93.0,166.0,SALA EN L ANDREA IZQUIERDA 2C,OTROS,GRIS,MICROFIBRA
199,17746,D00515:00368:00368,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,245.0,93.0,166.0,SALA EN L ANDREA IZQUIERDA 2C,OTROS,GRIS,MICROFIBRA
200,17746,D00515:00378:00378,SALA EN L ANDREA,SALAS Y SOFAS,SOFAS L,LINEA,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,245.0,93.0,166.0,SALA EN L ANDREA IZQUIERDA 2C,OTROS,GRIS,MICROFIBRA
201,17747,D00516:00038:00038,SALA EN L DREAM,SALAS Y SOFAS,SALA EN L,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,219.0,87.0,152.0,SALA EN L DREAM DERECHA 2C DESCONTINUADO,OTROS,CAFE,MICROFIBRA
202,17747,D00516:00107:00107,SALA EN L DREAM,SALAS Y SOFAS,SALA EN L,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,219.0,87.0,152.0,SALA EN L DREAM DERECHA 2C DESCONTINUADO,OTROS,CAFE,MICROFIBRA
203,17748,D00517:00367:00367,SALA EN L DREAM,SALAS Y SOFAS,SALA EN L,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,219.0,87.0,152.0,SALA EN L DREAM IZQUIERDA 2C DESCONTINUA,OTROS,GRIS,MICROFIBRA
204,17749,D00518:00068:00068,SOFCAM L DREAMER,SALAS Y SOFAS,SALA EN L,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,136.0,97.0,96.0,SOFCAM L DREAMER BAUL DER DESCONTINUADO,OTROS,GRIS,MICROFIBRA
205,17760,D00522:00095:00095,SALA EN LIBI,SALAS Y SOFAS,SALA EN L,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,219.0,87.0,152.0,SALA EN L LIBI PUFF DR 3C DESCONTINUADO,OTROS,GRIS,MICROFIBRA
206,17760,D00522:00113:00113,SALA EN LIBI,SALAS Y SOFAS,SALA EN L,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,219.0,87.0,152.0,SALA EN L LIBI PUFF DR 3C DESCONTINUADO,OTROS,CAFE,MICROFIBRA
207,17760,D00522:00405:00405,SALA EN LIBI,SALAS Y SOFAS,SALA EN L,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,219.0,87.0,152.0,SALA EN L LIBI PUFF DR 3C DESCONTINUADO,OTROS,GRIS,MICROFIBRA
208,17764,D00523:00095:00095,SALA EN LIBI,SALAS Y SOFAS,SALA EN L,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,219.0,87.0,152.0,SALA EN L LIBI PUFF IZ 3C DESCONTINUADO,OTROS,GRIS,MICROFIBRA
209,17764,D00523:00113:00113,SALA EN LIBI,SALAS Y SOFAS,SALA EN L,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,219.0,87.0,152.0,SALA EN L LIBI PUFF IZ 3C DESCONTINUADO,OTROS,CAFE,MICROFIBRA
210,17764,D00523:00405:00405,SALA EN LIBI,SALAS Y SOFAS,SALA EN L,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,219.0,87.0,152.0,SALA EN L LIBI PUFF IZ 3C DESCONTINUADO,OTROS,GRIS,MICROFIBRA
211,17792,D00526:00118:00118,SOFA CAMA EN L GRAND,SALAS Y SOFAS,SOFA CAMA EN L,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,140.0,80.0,128.0,SOFA CAMA EN L GRAND DERECHA 2C,OTROS,GRIS,MICROFIBRA
212,17792,D00526:00120:00120,SOFA CAMA EN L GRAND,SALAS Y SOFAS,SOFA CAMA EN L,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,140.0,80.0,128.0,SOFA CAMA EN L GRAND DERECHA 2C,OTROS,CAFE,MICROFIBRA
213,17795,D00527:00118:00118,SOFA CAMA EN L GRAND,SALAS Y SOFAS,SOFA CAMA EN L,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,149.0,87.0,202.0,SOFA CAMA EN L GRAND IZQUIERDA 2C,OTROS,GRIS,MICROFIBRA
214,17795,D00527:00120:00120,SOFA CAMA EN L GRAND,SALAS Y SOFAS,SOFA CAMA EN L,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,149.0,87.0,202.0,SOFA CAMA EN L GRAND IZQUIERDA 2C,OTROS,CAFE,MICROFIBRA
215,4060,D00529:00058:00058,SOFA JACO,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,CAFE,153.0,76.0,62.0,SOFA JACO 2P,SOFA 2P,CAFE,MICROFIBRA
216,4060,D00529:00063:00063,SOFA JACO,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,AZUL,153.0,76.0,62.0,SOFA JACO 2P,SOFA 2P,AZUL,MICROFIBRA
217,4060,D00529:00065:00065,SOFA JACO,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,153.0,76.0,62.0,SOFA JACO 2P,SOFA 2P,GRIS,MICROFIBRA
218,4060,D00529:00113:00113,SOFA JACO,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,CAFE,153.0,76.0,62.0,SOFA JACO 2P,SOFA 2P,CAFE,MICROFIBRA
219,4060,D00529:00194:00194,SOFA JACO,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,153.0,76.0,62.0,SOFA JACO 2P,SOFA 2P,GRIS,MICROFIBRA
220,4061,D00530:00058:00058,SOFA JACO,SALAS Y SOFAS,SOFA 3P,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,163.0,81.0,87.0,SOFA JACO 3P,SOFA 3P,CAFE,MICROFIBRA
