,ITEM,REF,DESCRIPCION,CATEGORIA,SUBCATEGORIA,VIGENCIA,ORIGEN,ESTILO,MATERIAL,ACABADO,PUESTOS,COLOR,ANCHO,ALTO,FONDO,DESC_LARGA,SUBCATEGORIA_POS,COLOR_POS,MATERIAL_POS
964,19495,XC0093::,SOFA MADSEN,SALAS Y SOFAS,SOFA 2P,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,CAFE,141.0,88.0,84.0,SOFA MADSEN 2 PTOS TELA CAFE CLARO,SOFA 2P,CAFE,MICROFIBRA
965,19496,XC0093-1::,SOFA MADSEN,SALAS Y SOFAS,SOFA 3P,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,CAFE,169.0,88.0,84.0,SOFA MADSEN 3 PTOS TELA CAFE CLARO,SOFA 3P,CAFE,MICROFIBRA
966,19497,XC0094::,SOFA MAEL,SALAS Y SOFAS,SOFA 2P,NOVEDAD,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,145.0,92.0,82.0,SOFA MAEL 2 PTOS TELA GRIS CLARO,SOFA 2P,GRIS,MICROFIBRA
967,19498,XC0094-1::,SOFA MAEL,SALAS Y SOFAS,SOFA 3P,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,CAFE,182.0,92.0,82.0,SOFA MAEL 3 PTOS TELA GRIS CLARO,SOFA 3P,CAFE,MICROFIBRA
968,19499,XC0095::,SALA EN L MAISON,SALAS Y SOFAS,SALA EN L,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,219.0,87.0,152.0,SALA EN L MAISON GRIS CLARO 2C,OTROS,GRIS,MICROFIBRA
969,19502,XC0096::,SOFA MAKARI,SALAS Y SOFAS,SOFA 2P,NOVEDAD,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,141.0,86.0,78.0,SOFA MAKARI 2 PTOS GRIS CLARO,SOFA 2P,GRIS,MICROFIBRA
970,19503,XC0096-1::,SOFA MAKARI,SALAS Y SOFAS,SOFA 3P,NOVEDAD,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,180.0,86.0,78.0,SOFA MAKARI 3 PTOS GRIS CLARO,SOFA 3P,GRIS,MICROFIBRA
971,19504,XC0097::,SALA EN L MACAY,SALAS Y SOFAS,SALA EN L,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFÉ,219.0,87.0,152.0,SALA EN L MACAY TELA CAFE 2C,OTROS,OTRO,MICROFIBRA
972,19135,XC0098:00029:,SOFA LABIB,SALAS Y SOFAS,SOFA 2P,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,130.0,77.0,65.0,SOFA LABIB 2P GR,SOFA 2P,GRIS,MICROFIBRA
973,19171,XC0099:00046:,SOFA LABIB,SALAS Y SOFAS,SOFA 2P,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,AZUL,130.0,77.0,65.0,SOFA LABIB 2P AZ,SOFA 2P,AZUL,MICROFIBRA
974,19172,XC0100:00029:,SOFA LAERTES,SALAS Y SOFAS,SOFA 2P,NOVEDAD,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,130.0,77.0,65.0,SOFA LAERTES 2P GR,SOFA 2P,GRIS,MICROFIBRA
975,19173,XC0101:00046:,SOFA LAERTES,SALAS Y SOFAS,SOFA 2P,NOVEDAD,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,2.0,AZUL,130.0,77.0,65.0,SOFA LAERTES 2P AZ,SOFA 2P,AZUL,MICROFIBRA
976,19174,XC0102:00029:,PUFF LILIANA,SALAS Y SOFAS,PUFF,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,30.0,40.0,30.0,PUFF LILIANA MADERA 28*28*37 TELA GRIS,PUFF,GRIS,MICROFIBRA
977,19175,XC0103:00036:,PUFF LILIANA,SALAS Y SOFAS,PUFF,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,BEIGE,30.0,40.0,30.0,PUFF LILIANA MADERA 28*28*37 TELA BEIGE,PUFF,BEIGE,MICROFIBRA
978,19098,XC0104:00051:,STAND MAKEO,ESTUDIO,ESTANTES,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,CHAPILLA LAMINADA,MATE,4.0,MADERA,60.0,130.0,34.0,STAND MAKEO 4P ESCALERA COLOR MADERA,OTROS,OTRO,OTRO
979,19099,XC0105:00051:,STAND MAKEO,ESTUDIO,ESTANTES,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,CHAPILLA LAMINADA,MATE,,MADERA,60.0,162.0,34.0,STAND MAKEO 5P ESCALERA COLOR MADERA,OTROS,OTRO,OTRO
980,19808,XC0107::,PUFF RAED,SALAS Y SOFAS,PUFF,NOVEDAD,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,30.0,30.0,30.0,PUFF RAED GRIS,PUFF,GRIS,MICROFIBRA
981,19810,XC0109::,PUFF RAFAEL,SALAS Y SOFAS,PUFF,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,30.0,30.0,30.0,PUFF RAFAEL GRIS,PUFF,GRIS,MICROFIBRA
982,19193,XC0110:00009:,SALA EN L WAYKA,SALAS Y SOFAS,RECLINABLES EN L,NOVEDAD,IMPORTADO,C+M - CLÁSICO + MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,200.0,120.0,77.0,SALA L DERECHO WAYKA RECLI + MESAUX CF,OTROS,CAFE,MICROFIBRA
983,19257,XC0110-1:00009:,SALA EN L WAYKA,SALAS Y SOFAS,RECLINABLES EN L,NOVEDAD,IMPORTADO,C+M - CLÁSICO + MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,154.0,116.0,77.0,SALA L IZQUIERD WAYKA RECLI + MESAUX  CF,OTROS,CAFE,MICROFIBRA
984,19483,XC0111::,SILLA AUXILIAR DELICIA,SALAS Y SOFAS,SILLAS AUXILIARES,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAMEL,68.0,73.0,54.0,SILLA AUXILIAR DELICIA TELA CAMEL,SILLAS AUXILIARES,OTRO,MICROFIBRA
985,19484,XC0112::,MESA DE CENTRO DAILA,SALAS Y SOFAS,MESAS DE CENTRO,NOVEDAD,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,CAFE,65.0,44.0,65.0,MESA DE CENTRO DAILA CAFE,MESAS DE CENTRO,CAFE,VIDRIO
986,19485,XC0113::,MESA AUXILIAR DAIMI,SALAS Y SOFAS,MESAS AUXILIARES,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,METAL + VIDRIO,BRILLANTE,,CAFE,40.0,50.0,40.0,MESA AUXILIAR DAIMI CAFE,OTROS,CAFE,METAL + VIDRIO
987,19178,XC0118:00002:,COMEDOR ESTHER,COMEDORES,SET 6P,LINEA,IMPORTADO,CLÁSICO,MADERA LAMINADA,MATE,6.0,WENGUE,170.0,75.0,70.0,COMEDOR ESTHER CAOBA 6P,SET 6P,OTRO,MADERA LAMINADA
988,19178,XC0118:00011:,COMEDOR ESTHER,COMEDORES,SET 6P,LINEA,IMPORTADO,MODERNO,CHAPILLA LAMINADA,MATE,6.0,MIEL,120.0,75.0,70.0,COMEDOR ESTHER CAOBA 6P,SET 6P,MIEL,OTRO
989,19184,XC0119:00011:,COMEDOR EINAR,COMEDORES,SET 4P,LINEA,IMPORTADO,CLÁSICO,MADERA LAMINADA,MATE,4.0,MIEL,120.0,75.0,90.0,COMEDOR EINAR CAOBA SILLAS MIEL 4P,SET 4P,MIEL,MADERA LAMINADA
990,19188,XC0120:00002:,COMEDOR ESTHER,COMEDORES,SET 4P,LINEA,IMPORTADO,CLÁSICO,MADERA LAMINADA,MATE,4.0,WENGUE,120.0,75.0,90.0,COMEDOR ESTHER CAOBA 4P,SET 4P,OTRO,MADERA LAMINADA
991,19452,XC0125:00117:,COMEDOR MAKO ,COMEDORES,SET 4P,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,VIDRIO,BRILLANTE,4.0,AZUL/NEGRO,120.0,73.0,70.0,COMEDOR MAKO 4P CRISTAL AZ/NG 3C,SET 4P,OTRO,VIDRIO
992,19519,XC0126::,MESA EXT. EUFRASIA,COMEDORES,MESAS DE EXTENSIÓN,NOVEDAD,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,MADERA,150.0,75.0,90.0,MESA EXTENSION EUFRASIA MADERA VINO 2C,OTROS,OTRO,VIDRIO
993,19522,XC0127::,COMEDOR ENZO,COMEDORES,SET 4P,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,4.0,GRIS,120.0,75.0,120.0,COMEDOR ENZO 4P MADERA VINO GRIS 3C,SET 4P,GRIS,MADERA LAMINADA
994,19526,XC0128::,COMEDOR ESIKOL,COMEDORES,SET 4P,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,VIDRIO,BRILLANTE,4.0,MADERA,120.0,74.0,80.0,COMEDOR ESIKOL 4P MADERA VINO GRIS 2C,SET 4P,OTRO,VIDRIO
995,19469,XC0129::,POLTRONA EVANGELINA,SALAS Y SOFAS,POLTRONAS,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,ROSADO,57.0,72.0,63.0,POLTRONA EVANGELINA RS,POLTRONAS,OTRO,MICROFIBRA
996,19470,XC0130::,POLTRONA EVANGELINA,SALAS Y SOFAS,POLTRONAS,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AZUL,57.0,72.0,63.0,POLTRONA EVANGELINA AZ,POLTRONAS,AZUL,MICROFIBRA
997,19471,XC0131::,POLTRONA EUGENIA,SALAS Y SOFAS,POLTRONAS,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AZUL,63.0,70.0,63.0,POLTRONA EUGENIA AZ PATAS DORADAS,POLTRONAS,AZUL,MICROFIBRA
998,19472,XC0132::,POLTRONA EUGENIA,SALAS Y SOFAS,POLTRONAS,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,VERDE,63.0,70.0,63.0,POLTRONA EUGENIA VD PATAS DORADAS,POLTRONAS,OTRO,MICROFIBRA
999,19473,XC0133::,POLTRONA ESTEFANIA,SALAS Y SOFAS,POLTRONAS,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,ROJO,57.0,80.0,67.0,POLTRONA ESTEFANIA RJ PATAS NG,POLTRONAS,ROJO,MICROFIBRA
1000,19474,XC0134::,POLTRONA ESTEFANIA,SALAS Y SOFAS,POLTRONAS,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,57.0,80.0,67.0,POLTRONA ESTEFANIA GR PATAS NG,POLTRONAS,GRIS,MICROFIBRA
1001,19475,XC0135::,POLTRONA EULALY,SALAS Y SOFAS,POLTRONAS,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,74.0,79.0,69.0,POLTRONA EULALY GR PATAS DORADAS,POLTRONAS,GRIS,MICROFIBRA
1002,19476,XC0136::,POLTRONA EVANE,SALAS Y SOFAS,POLTRONAS,NOVEDAD,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,VERDE,76.0,77.0,54.0,POLTRONA EVANE VD PATAS NG,POLTRONAS,OTRO,MICROFIBRA
1003,19477,XC0137::,POLTRONA ELIEL,SALAS Y SOFAS,POLTRONAS,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AMARILLO,66.0,77.0,62.0,POLTRONA ELIEL AM PATAS NG,POLTRONAS,AMARILLO,MICROFIBRA
1004,19479,XC0139::,POLTRONA ELIUD,SALAS Y SOFAS,POLTRONAS,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,67.0,89.0,63.0,POLTRONA ELIUD GR PATAS NG,POLTRONAS,GRIS,MICROFIBRA
1005,19507,XC0140::,SOFA SCANDI,SALAS Y SOFAS,SOFA 2P,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,144.0,87.0,80.0,SOFA SCANDI 2 PTOS GRIS,SOFA 2P,GRIS,MICROFIBRA
1006,19508,XC0140-1::,SOFA SCANDI,SALAS Y SOFAS,SOFA 3P,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,184.0,87.0,80.0,SOFA SCANDI 3 PTOS GRIS,SOFA 3P,GRIS,MICROFIBRA
1007,19509,XC0141::,SOFA SCANDI,SALAS Y SOFAS,SOFA 2P,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,AMARILLO,144.0,87.0,80.0,SOFA SCANDI 2 PTOS AZUL,SOFA 2P,AMARILLO,MICROFIBRA
1008,19510,XC0141-1::,SOFA SCANDI,SALAS Y SOFAS,SOFA 3P,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,AZUL,184.0,87.0,80.0,SOFA SCANDI 3 PTOS AZUL,SOFA 3P,AZUL,MICROFIBRA
1009,19800,XC0154::,SILLA OFICINA FALOW,ESTUDIO,SILLAS DE OFICINA,NOVEDAD,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,49.0,94.0,52.0,SILLA OFICINA FALOW NEGRA,OTROS,NEGRO,MICROFIBRA
1010,19801,XC0155::,SILLA OFICINA FANE,ESTUDIO,SILLAS DE OFICINA,NOVEDAD,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,49.0,94.0,52.0,SILLA OFICINA FANE NEGRA,OTROS,NEGRO,MICROFIBRA
1011,19803,XC0157::,SILLA OFICINA FARAND,ESTUDIO,SILLAS DE OFICINA,NOVEDAD,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,49.0,94.0,52.0,SILLA OFICINA FARAND AZUL/NEGRA,OTROS,NEGRO,MICROFIBRA
1012,19804,XC0158::,SILLA OFICINA PRESIDENCIAL FARAND,ESTUDIO,SILLAS DE OFICINA,NOVEDAD,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,49.0,94.0,52.0,SILLA OFICINA PRESIDENCIAL FARAND NEGRA,OTROS,NEGRO,MICROFIBRA
1013,19807,XC0160::,SILLA OFICINA PRESIDENCIAL FARIEL,ESTUDIO,SILLAS DE OFICINA,NOVEDAD,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,49.0,94.0,52.0,SILLA OFICINA PRESIDENCIAL FARIEL NEGRO,OTROS,NEGRO,MICROFIBRA
1014,19798,XC0162::,SILLA OFICINA CALIGAN,ESTUDIO,SILLAS DE OFICINA,NOVEDAD,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,49.0,94.0,52.0,SILLA OFICINA CALIGAN NEGRA,OTROS,NEGRO,MICROFIBRA
1015,11308,XN0571:00009:,SILLA  AMALFI,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,90.0,66.0,55.0,SILLA AUXILIAR AMALFI CF,SILLAS AUXILIARES,CAFE,MICROFIBRA
1016,11308,XN0571:00009:,SILLA  AMALFI,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,90.0,66.0,55.0,SILLA AUXILIAR AMALFI CF,SILLAS AUXILIARES,CAFE,MICROFIBRA
1017,11308,XN0571:00009:,SILLA  AMALFI,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,90.0,66.0,55.0,SILLA AUXILIAR AMALFI CF,SILLAS AUXILIARES,CAFE,MICROFIBRA
1018,4726,XN0836:00005:,GUARDAROPA ILIANA,ALCOBAS,ARMARIO,DESCONTINUADO,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,NEGRO,70.0,150.0,40.0,GUARDAROPA ILIANA TELA NG NO GARANTIA,OTROS,NEGRO,MADERA LAMINADA
1019,820,XR0280:00005:,PUFF PLEGABLE VALARI,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,30.0,30.0,30.0,PUFF PLEG VALARI PEQ 30X30 NG LIQUIDACIÓ,PUFF,NEGRO,MICROFIBRA
1020,7762,XR0319:00002:,SILLA COMEDOR LUCIA JET,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,WENGUE,44.0,78.0,50.0,SILLA COMEDOR LUCIA JET WG/CP LIQUIDACIÓ,SILLAS DE COMEDOR,OTRO,SINTÉTICO
1021,690,XR0535:00004:,CLOSET MADISON,ALCOBAS,ARMARIO,DESCONTINUADO,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,CHERRY,90.0,184.0,47.0,CLOSET MADISON 2 PUERTA CHE NO GARANTIA,OTROS,OTRO,MADERA LAMINADA
1022,17924,XR0596:00002:,COMEDOR LUCIA,COMEDORES,MESAS DE 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,WENGUE,120.0,75.0,90.0,JET MESA COMEDOR LUCIA 1+4 WENGUE,MESAS DE 4P,OTRO,VIDRIO
1023,17588,XR0628:00002:,COMEDOR DIANA,COMEDORES,SET 4P,LINEA,IMPORTADO,MODERNO,METAL + VIDRIO,MATE,4.0,WENGUE,120.0,75.0,70.0,COMEDOR DIANA 4P WG 3C,SET 4P,OTRO,METAL + VIDRIO
1024,663,XR0682:00036:, SILLA COMEDOR AMARELI,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,BEIGE,42.0,86.0,44.0,SILLA COMEDOR AMARELI BE LIQUIDACIÓN,SILLAS DE COMEDOR,BEIGE,SINTÉTICO
1025,7165,XR0758:00011:,MESA AUX DELAINE,SALAS Y SOFAS,MESAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA+VIDRIO,MATE,,MIEL,40.0,45.0,40.0,MESA AUXILIAR DELAINE CON REVISTERO ML,OTROS,MIEL,OTRO
1026,665,XR0771:00024:,SILLA DE COMEDOR DIVA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,ROJO,41.0,90.0,41.0,SILLA COMEDOR DIVA RJ,SILLAS DE COMEDOR,ROJO,SINTÉTICO
1027,7225,XR0845:00020:,SILLA COMEDOR ABRIL,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE/BEIGE,40.0,77.0,47.0,SILLA COMEDOR ABRIL CROMADO CUER CF/BE,SILLAS DE COMEDOR,OTRO,SINTÉTICO
1028,17681,XR0860:00005:,SILLA COMEDOR OBAMA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,NEGRO,44.0,78.0,50.0,SILLA COMEDOR OBAMA NG 2C,SILLAS DE COMEDOR,NEGRO,SINTÉTICO
1029,315,XR0864:00017:,COMEDOR AVATAR,COMEDORES,SET 6P,LINEA,IMPORTADO,CLÁSICO,METAL + VIDRIO,MATE,6.0,CROMADO,140.0,75.0,80.0,COMEDOR AVATAR 6P NG 3C,SET 6P,OTRO,METAL + VIDRIO
1030,7361,XY0027:00005:,SILLA RECLINO JOCELYN,SALAS Y SOFAS,RECLINABLES 1P,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,NEGRO,100.0,98.0,100.0,SILLA RECLINO JOCELYN NG,RECLINABLES 1P,NEGRO,SINTÉTICO
1031,7910,XY0028:00009:,SILLA RECLINO JOCELYN,SALAS Y SOFAS,RECLINABLES 1P,DESCONTINUADO,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,90.0,102.0,77.0,SILLA RECLINO JOCELYN 6 MASAJES CF,RECLINABLES 1P,CAFE,SINTÉTICO
1032,6201,XY0080:00002:,SILLA COMEDOR OBAMA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,WENGUE,44.0,78.0,50.0,SILLA COMEDOR OBAMA WG 2C,SILLAS DE COMEDOR,OTRO,SINTÉTICO
1033,7321,XY0082:00002:,SILLA DE COMEDOR AVAT,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,WENGUE,45.0,90.0,40.0,SILLA COMEDOR AVAT WG LIQUIDACIÓN,SILLAS DE COMEDOR,OTRO,SINTÉTICO
1034,7623,XY0083:00036:,SILLA COMEDOR AVAT,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,1.0,BEIGE,41.0,90.0,41.0,SILLA COMEDOR AVAT BE LIQUIDACIÓN,SILLAS DE COMEDOR,BEIGE,SINTÉTICO
1035,5518,XY0086:00005:,MESA AUXILIAR DIVO,SALAS Y SOFAS,MESAS AUXILIARES,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,65.0,44.0,65.0,MESA AUXILIAR DIVO 650X650 NG 2C,OTROS,NEGRO,VIDRIO
1036,6222,XY0097:00001:,MESA AUX DIZIA,SALAS Y SOFAS,MESAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA+VIDRIO,MATE,,BLANCO,40.0,45.0,40.0,MESA AUXILIAR DIZA LAC BL 2C LIQUIDACI�N,OTROS,BLANCO,OTRO
1037,4990,XY0108:00009:,SILLA COMEDOR DIOR,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,41.0,90.0,41.0,SILLA COMEDOR DIOR CF LIQUIDACIÓN,SILLAS DE COMEDOR,CAFE,SINTÉTICO
1038,4991,XY0109:00037:,SILLA DE COMEDOR DIOR,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,ROJO,41.0,90.0,41.0,SILLA COMEDOR DIOR RJ LIQUIDACIÓN,SILLAS DE COMEDOR,ROJO,SINTÉTICO
1039,713,XY0138:00045:,MESA COMP. CADRIAN,ESTUDIO,ESCRITORIOS,DESCONTINUADO,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,CAFE,67.0,75.0,45.0,MESA COMPUTADOR CADRIAN TABLA AL,OTROS,CAFE,MADERA LAMINADA
1040,335,XY0141:00005:,MESA COMEDOR JEREMY,COMEDORES,MESAS DE 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,NEGRO,120.0,76.0,70.0,MESA COMEDOR JEREMY 130X80 NG 2C,MESAS DE 4P,NEGRO,VIDRIO
1041,1317,XY0143:00009:, SILLA COMEDOR ANIS,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,42.0,86.0,44.0,SILLA COMEDOR ANIS CF 2C LIQUIDACIÓN,SILLAS DE COMEDOR,CAFE,SINTÉTICO
1042,1299,XY0155:00009:,SILLA COMEDOR JOYCE,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,45.0,90.0,40.0,SILLA COMEDOR JOYCE CF 2C LIQUIDACIÓN,SILLAS DE COMEDOR,CAFE,SINTÉTICO
1043,6405,XY0198:00005:, MESA CENTRO SALENA,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,100.0,50.0,50.0,MESA CENTRO SALENA NG 2C LIQUIDACIÓN,MESAS DE CENTRO,NEGRO,VIDRIO
1044,2039,XY0254:00005:,MESA CENTRO DOMINIQUE,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,90.0,45.0,50.0,MESA CENTRO DOMINIQUE NG 2C,MESAS DE CENTRO,NEGRO,VIDRIO
1045,762,XY0316:00005:, MESA CENTRO TAMMY,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,100.0,50.0,50.0,MESA CENTRO TAMMY NG NO GARANTIA,MESAS DE CENTRO,NEGRO,VIDRIO
1046,4782,XY0321:00001:,SILLA BAR TANIA,COMEDORES,SILLAS DE BAR,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,BLANCO,46.0,103.0,41.0,SILLA BAR TANIA BL NO GARANTIA,OTROS,BLANCO,MICROFIBRA
1047,4783,XY0335:00001:,SILLA RECLINO JOCELYN,SALAS Y SOFAS,RECLINABLES 1P,DESCONTINUADO,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,1.0,BLANCO,90.0,102.0,77.0,SILLA RECLINO JOCELYN BL,RECLINABLES 1P,BLANCO,SINTÉTICO
1048,7132,XY0343:00001:,SILLA COMEDOR SANCIA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,BLANCO,46.0,80.0,40.0,SILLA COMEDOR SANCIA BL 2C,SILLAS DE COMEDOR,BLANCO,SINTÉTICO
1049,309,XY0349:00016:,MESA CTRO SANEMI,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,C+M - CLÁSICO + MODERNO,VIDRIO,BRILLANTE,,CROMADO,100.0,40.0,40.0,MESA CENTRO SANEMI CROMADO 2C,MESAS DE CENTRO,OTRO,VIDRIO
1050,225,XY0368:00005:,COMEDOR AVATAR,COMEDORES,SET 4P,LINEA,IMPORTADO,CLÁSICO,METAL + VIDRIO,MATE,4.0,NEGRO,120.0,75.0,70.0,COMEDOR AVATAR 4P NG 3C,SET 4P,NEGRO,METAL + VIDRIO
